SUBDIVISION,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL
WEST RAJASTHAN,1997,1.1,0.2,5.5,10.6,20.3,65.9,56.4,103.9,20.6,51.5,3.6,5.6,345.1
WEST RAJASTHAN,1998,0,8.7,4.5,5.6,0.9,51.1,55,32.5,63,58.2,0.1,0,279.6
WEST RAJASTHAN,1999,6.4,3.1,0.2,0,39.3,23.8,55.9,61.5,6.5,7.6,0,0,204.3
WEST RAJASTHAN,2000,0.5,0.5,0.3,3.1,4.3,8.2,171.6,39.6,5.7,1.1,0.5,0,235.3
WEST RAJASTHAN,2001,0.5,1.1,0.1,9.5,23.8,48.6,122.9,68.7,2.8,7.3,0,0,285.3
WEST RAJASTHAN,2002,0.3,2.6,1,1.4,11.2,26.9,2.4,17.2,20.6,0.1,2.5,6,92.4
WEST RAJASTHAN,2003,2.5,21.2,0.8,0.4,1.8,45.2,188.4,93.6,13.9,0.2,0,0.1,368.1
WEST RAJASTHAN,2004,2.4,0,0,4.8,6,33.5,26.9,94.3,8.6,18.7,0,1.6,196.7
WEST RAJASTHAN,2005,1.4,14.2,8.7,6.3,14.5,29.2,86.1,24.3,75.8,0,0.1,0,260.8
WEST RAJASTHAN,2006,0,0,16.9,3.4,8.3,36.9,52.7,203.6,31.3,5.3,0.4,2.5,361.3
WEST RAJASTHAN,2007,0,34.9,22,2.3,3.8,41.2,90.5,69.4,45.6,0,0.1,0.9,310.8
WEST RAJASTHAN,2008,1.6,0.2,0.8,18.2,24.7,56.1,57.1,133.3,23,0.4,0.4,8.3,324.1
WEST RAJASTHAN,2009,2.9,2.8,5.3,1.6,7.6,26.1,79.1,27.1,7.5,0.3,0.1,0.1,160.4
WEST RAJASTHAN,2010,1.9,1.7,0.6,0.6,3,49.5,129.9,163.4,96.5,0.9,20.1,5.2,473.2
WEST RAJASTHAN,2011,0,11.8,1.5,1.5,7.8,24.4,88.5,166.8,116.3,0.1,0,0,418.7
WEST RAJASTHAN,2012,0.5,0,0,9.5,10.4,5.3,40.4,166.7,92,1.9,0,0.6,327.3
WEST RAJASTHAN,2013,8.6,21.8,4.2,3.1,1.7,37.6,104.5,138.2,58.7,10.1,1,0,389.4
WEST RAJASTHAN,2014,0.8,2.2,4.7,8.4,23,13.8,94.3,69.6,84.9,0.5,0.2,0,302.4
WEST RAJASTHAN,2015,1.4,0.9,30.3,25.2,15.5,53.2,234.6,60.5,35.7,1.1,0.1,0,458.4
EAST RAJASTHAN,1901,21.6,8.9,2.9,0.7,5,15,164.8,175.6,7.5,9.8,0,0.8,412.5
EAST RAJASTHAN,1902,4.1,0.7,0,1.8,9.9,34.6,247.6,116.7,145.6,14.4,0,2.8,578.3
EAST RAJASTHAN,1903,1.9,0.7,1.3,0.1,12.9,15.6,238.2,229.1,168.5,17.8,0,0,686.1
EAST RAJASTHAN,1904,4.3,5.5,21.7,0.2,27.5,49.9,289.7,223.5,50.2,1.5,5.8,14.7,694.5
EAST RAJASTHAN,1905,4.1,8.8,3.2,1.6,2,14.4,130.5,30.9,83.8,0,0,0.6,279.8
EAST RAJASTHAN,1906,0.2,23.1,6.2,0,1.6,61.9,262.5,95.5,191.4,1.9,0,3,647.4
EAST RAJASTHAN,1907,6.3,35.7,7,14.3,12.7,18.5,134.1,319.8,3.3,0,0,0,551.8
EAST RAJASTHAN,1908,13.9,0.8,1.6,0.4,6.2,42.6,395.2,349,58.7,0.2,1.4,0.1,870.2
EAST RAJASTHAN,1909,4.9,1.4,0,43.2,5.2,115.3,299.4,207.4,82.5,1.7,0,20.8,781.6
EAST RAJASTHAN,1910,7.9,1.1,0,1.9,1.2,124.6,114,250.2,134.2,48.2,2,0,685.3
EAST RAJASTHAN,1911,13.6,0.5,18.3,0.7,0.1,69.3,42.6,73.8,173.6,6.4,21.2,0.2,420.4
EAST RAJASTHAN,1912,9.7,5.2,1.7,2.7,5.5,30.8,304.7,237.6,48.5,2,5.1,1.8,655.4
EAST RAJASTHAN,1913,0,9.5,0.8,0.1,46,111.6,160.7,107,44,1.5,0.4,16.6,498.3
EAST RAJASTHAN,1914,0,0.9,0.9,2,5.8,88.3,325.3,125.6,107.8,11.3,8.6,0,676.6
EAST RAJASTHAN,1915,19,30.2,33.2,2.3,5,33.7,70,108.8,29.5,69.1,0,0.8,401.8
EAST RAJASTHAN,1916,0,3.2,0,0.3,10,87.6,159.4,435.8,122.3,24.7,1.9,0,845.3
EAST RAJASTHAN,1917,3.6,8.8,4.1,11,90.9,149.2,265.4,383.5,333.9,99.8,0,0.3,1350.4
EAST RAJASTHAN,1918,4,0,2.4,0.7,2.6,28.3,49.6,163.3,19,0.1,3.5,0.1,273.6
EAST RAJASTHAN,1919,29.2,0,0.7,5.3,14.1,31.4,265,356.4,53,0.3,23.2,8.3,787
EAST RAJASTHAN,1920,8.6,3.7,2.8,0.5,45.8,150.5,295.4,78.3,10.8,0.1,0,0,596.7
EAST RAJASTHAN,1921,18.3,0,0,0.2,0,22.3,178.9,153.2,173.1,1,0,0.7,547.8
EAST RAJASTHAN,1922,6,0.4,0,0.3,9,83.9,242.2,144.3,169.3,0.8,1.6,12.1,669.9
EAST RAJASTHAN,1923,2,8.5,3.7,0.6,12.8,9.4,325.3,262.7,52.8,1.2,0.4,10.6,690.1
EAST RAJASTHAN,1924,13.6,5.8,0,0.1,5.2,33.4,271.8,262.8,262.2,40.4,3.7,25.4,924.4
EAST RAJASTHAN,1925,0.1,0,0,0.1,14.7,163.2,209.3,56.2,16.9,3.7,19.5,0,483.7
EAST RAJASTHAN,1926,6.1,1.1,28.7,2.5,18.6,13.9,216.1,342.6,202.3,0.2,0,0.2,832.4
EAST RAJASTHAN,1927,0,9.4,0.5,1.9,5.7,19,272.9,283.7,69.9,7.7,26,29.3,725.8
EAST RAJASTHAN,1928,2.9,16.4,0.6,0.1,2.2,23.4,236.7,187.1,37.9,84.2,10.4,6.4,608.3
EAST RAJASTHAN,1929,3.6,1.5,0,4,6.9,50.9,270.8,194,34.4,0.6,0,9.1,576
EAST RAJASTHAN,1930,16.7,1,0.2,0.4,22.2,72.7,296.9,158.7,40.4,51.9,0.1,0,661.3
EAST RAJASTHAN,1931,0.4,2.2,2.2,0.1,9.8,11.5,224.5,401.4,60.4,60.5,0.3,1.1,774.2
EAST RAJASTHAN,1932,0.3,0.6,14,5.4,3.9,21.7,219,187.1,88.9,2.3,0,0.6,543.8
EAST RAJASTHAN,1933,0.3,5.8,1.5,22.3,30.1,209.1,170.7,284.9,185.6,13.4,12.3,1.9,937.8
EAST RAJASTHAN,1934,4.5,0,13.3,0.3,0.2,118.3,136.1,420.4,105,0,2,8.7,808.9
EAST RAJASTHAN,1935,14.8,5.8,0.7,10.5,1.3,34.2,299.4,119.7,170.1,16.5,1.1,10.7,684.8
EAST RAJASTHAN,1936,1.7,4.9,13.8,0.3,3.8,133.6,115.5,140,107.1,0,18.4,3.1,542.1
EAST RAJASTHAN,1937,0,12.2,0.5,1,7.8,98.7,365.4,60.5,113.6,3.3,0.6,6.8,670.5
EAST RAJASTHAN,1938,6.2,0,0.1,0.1,5.5,140.3,213.5,117.5,10.9,9,0,0,503.1
EAST RAJASTHAN,1939,1.6,12.7,9.3,0,0.1,62,108.3,112.7,92.9,1.1,0,0,400.7
EAST RAJASTHAN,1940,26,16.9,15.9,2.1,5.7,61.3,189.5,290.7,33.7,2.5,8.3,0.4,652.8
EAST RAJASTHAN,1941,11.7,9,2,0,10.1,39.9,110.2,247.6,70.8,1.1,0,3.3,505.9
EAST RAJASTHAN,1942,15.9,9.9,0,2.1,8,61.3,399.5,320.8,120.7,0,0,1.1,939.3
EAST RAJASTHAN,1943,7.4,0.1,0,4.8,6.6,52.6,400.2,111.1,133.6,0.1,0,0.1,716.6
EAST RAJASTHAN,1944,20.1,6.9,24.4,7.9,1.7,75.5,309.9,411.9,31.7,14.5,0.9,1.5,906.9
EAST RAJASTHAN,1945,15.5,0,0.1,6.8,11.2,125.9,346,215.1,138,3.2,0,0,861.6
EAST RAJASTHAN,1946,0,10.3,0,1.4,7.8,124.6,184.3,429.8,84.5,8.7,12.7,23.5,887.7
EAST RAJASTHAN,1947,6.6,2.5,0.6,0.5,0.8,14.2,118.3,284.1,272,10.3,0.1,4.9,714.8
EAST RAJASTHAN,1948,39.2,11.9,1.9,0.3,0.9,29.7,221.2,243,94.9,12.2,8.3,0,663.6
EAST RAJASTHAN,1949,1.1,0.9,0.1,0.2,5.2,32.5,279.8,81,101,5.9,1.5,0,509.2
EAST RAJASTHAN,1950,0.9,0.2,3.4,0,6.4,13.3,318.8,174.7,221.5,0,0,0.7,740.1
EAST RAJASTHAN,1951,1.9,0,6.2,2.8,8,51.8,97.8,156.3,18.8,0.7,18.6,0,362.9
EAST RAJASTHAN,1952,0.7,3.3,0.9,2.1,0.3,109.2,360.4,224.1,7.5,0.2,0,3.9,712.7
EAST RAJASTHAN,1953,32.3,0,0,1.4,2.3,59.8,164.3,272.2,50.3,2.2,0,1,585.9
EAST RAJASTHAN,1954,3.9,19.6,4.8,0,0.1,42.5,253.4,77.6,240.1,23.6,0.4,0,665.9
EAST RAJASTHAN,1955,9.5,3.6,0.7,0,3.4,100.3,61.1,358.6,233,74.3,0,0.1,844.6
EAST RAJASTHAN,1956,6,0.6,9.8,0.2,1.7,35.1,440.6,215.4,51.5,161.9,0.8,5.3,928.8
EAST RAJASTHAN,1957,26.5,0.1,13.4,0.6,3.7,63.4,243.6,222.4,71.2,12.6,1.6,3.2,662.2
EAST RAJASTHAN,1958,3.9,0.7,0.8,0.5,1.4,46.2,288.8,153.9,224.8,14.5,6.1,1.1,742.7
EAST RAJASTHAN,1959,6,0.1,0.2,3.8,34.8,36.8,252.3,248.9,152.6,43,7.5,0.3,786.2
EAST RAJASTHAN,1960,1.8,0,7,1.2,5.3,63.1,152.1,332,20.2,7.4,0,1.5,591.6
EAST RAJASTHAN,1961,11.9,7,0,0.6,5,39.2,227.8,225.7,337.2,23,6,0.9,884.2
EAST RAJASTHAN,1962,1.1,1.5,3.6,2.1,2.9,5.1,262.4,176,139.9,0,1.7,7.8,604.1
EAST RAJASTHAN,1963,0.4,1.4,1,2.7,2,33.2,130.3,283.9,97.3,6.9,17.6,0.9,577.7
EAST RAJASTHAN,1964,0,0,0,0.1,30.6,42,211.1,289.6,71.7,0.1,0,1,646.3
EAST RAJASTHAN,1965,4.6,4.2,1.9,3.1,3.3,7,201.7,106.9,83.4,7.8,0,0,423.8
EAST RAJASTHAN,1966,0.1,2.6,0,0,12.7,74.8,141.7,156.2,81.3,0.6,3.1,0.2,473.4
EAST RAJASTHAN,1967,0,0,57.4,1.4,2.6,87.3,157.3,250.9,163.1,1.1,1.3,37.7,759.9
EAST RAJASTHAN,1968,8.6,1.5,6.6,0.1,4.2,5.2,296.2,181.3,10.7,4.9,0,0.2,519.6
EAST RAJASTHAN,1969,3.5,1.1,1.7,1.9,4.9,16.7,226.4,258.5,117.2,0.1,2.1,0,634.1
EAST RAJASTHAN,1970,6.7,25.3,1.7,0.1,5.8,91.7,146.3,318.9,117.3,4.6,0,0,718.4
EAST RAJASTHAN,1971,2.8,0.7,0.1,1.2,33,171.3,288.9,155,117.2,13.6,0.6,0,784.4
EAST RAJASTHAN,1972,0.4,4.4,0,1.1,0.8,72.4,86.7,259.9,21.9,3.3,3.3,0.1,454.3
EAST RAJASTHAN,1973,3.3,3.2,0.6,0.1,12.8,36.1,260.2,380.9,242.4,6.7,0,1.9,948.2
EAST RAJASTHAN,1974,0,0,0.4,0.2,18.1,30.6,297.8,165.4,19.2,77,0,3.2,611.8
EAST RAJASTHAN,1975,1.2,0.5,1.4,0.2,2.3,87.1,271,317.6,173.9,42.6,0.1,0,897.9
EAST RAJASTHAN,1976,8.7,6.4,0.1,1.4,12.2,90.8,201.2,318,126.2,0.2,50.2,0,815.3
EAST RAJASTHAN,1977,10.8,2.3,0.1,6.4,18.9,112.7,394.9,223.1,115.1,1.1,1.9,0.2,887.5
EAST RAJASTHAN,1978,0.3,10.3,4.1,2.5,0,83.4,302.9,249.5,55.9,4.7,8,5.6,727.1
EAST RAJASTHAN,1979,6.6,25.8,2.8,0.9,16.5,47.6,206.5,129.7,14.7,3.3,58.1,2.7,515.1
EAST RAJASTHAN,1980,0.7,0.5,3.6,0.1,1.7,141.2,203,150.5,28,1,0.8,16.3,547.5
EAST RAJASTHAN,1981,4.4,0.8,4.7,0.2,7.7,57.7,299.4,141.8,64.6,8.7,23.8,1.5,615.3
EAST RAJASTHAN,1982,16.7,4.4,7.1,16.6,32,28.6,178.1,294.3,19.4,10.7,48.4,4,660.2
EAST RAJASTHAN,1983,3.6,1.6,0.1,29.4,31.9,72.4,256.5,240,127.9,31.8,0,0.1,795.3
EAST RAJASTHAN,1984,1.2,0.3,0,0.3,0.3,32.5,147.9,272,108.8,0.1,0,0,563.3
EAST RAJASTHAN,1985,0.9,0.1,0.6,3.9,6,21,176.8,245,37.5,87.6,0.2,8.5,588.1
EAST RAJASTHAN,1986,3.7,21.3,1.1,0.6,24.4,54.3,312.6,146.6,18.7,6.6,0,0.1,590.1
EAST RAJASTHAN,1987,11.2,4.6,1.5,0.1,20.9,44.2,57.1,226.2,27.9,19,0,23.2,435.7
EAST RAJASTHAN,1988,1.9,1.4,6.4,4.3,2.2,96.4,229.8,204.3,82.3,10.3,0.1,0.7,640.1
EAST RAJASTHAN,1989,6.8,0.1,2.2,0.1,0.4,52.5,130.6,283.7,33.1,0,0.5,0.5,510.5
EAST RAJASTHAN,1990,0,27.5,1,0.7,18.9,75.4,229,253.3,162.3,6.1,5.1,0.8,780.1
EAST RAJASTHAN,1991,0.2,2.5,0.4,11,3,18.1,274.6,214.4,43.1,0.3,5.2,5.9,578.6
EAST RAJASTHAN,1992,7.1,2.3,2.9,0.5,10.4,18,244.9,260.2,125.8,42.2,8.5,0.7,723.6
EAST RAJASTHAN,1993,0.2,8.8,4,4,4.5,98.5,262.8,92.1,113.9,5.9,0.4,0.1,595.2
EAST RAJASTHAN,1994,23.3,0.9,0.5,7.1,4.5,116.6,319.3,259.8,106.8,0,0.4,0,839.2
EAST RAJASTHAN,1995,29.8,2.9,7,0.7,0.8,22.6,275.4,310.8,92.4,6.5,0,5.3,754.3
EAST RAJASTHAN,1996,3.8,5.2,1.4,3,8.5,118.2,202.6,256,103.4,13.2,0.3,0,715.7
EAST RAJASTHAN,1997,0.8,0.2,1.7,10.2,14.2,52.1,143.2,196.6,78.7,45.8,11.8,18.5,573.9
EAST RAJASTHAN,1998,0,1.8,3.7,3.4,2.2,46.4,145.9,118.1,114.8,36.7,2.7,0,475.8
EAST RAJASTHAN,1999,1.6,4.9,0.1,0.1,6.3,53.4,190.5,70.9,65.1,15.5,0,0.1,408.4
EAST RAJASTHAN,2000,0.3,0.6,0.4,2.3,21,20.2,270.6,95.5,28.7,0.4,0,0.1,440
EAST RAJASTHAN,2001,0.9,0.1,0.3,6.4,22.9,100.2,271.4,126.4,7.7,9.2,0,5.8,551.2
EAST RAJASTHAN,2002,1.6,11,0.1,1.2,8.6,71.4,13.5,130.6,41.2,0.8,0.8,4.5,285.3
EAST RAJASTHAN,2003,4.1,21.4,0.5,0.2,3.5,76.6,245.8,178.5,93.6,0.1,0,2.3,626.6
EAST RAJASTHAN,2004,2.5,0,0,2.2,9.3,52.8,105.8,380.9,24.7,27.5,0.4,0.1,606.2
EAST RAJASTHAN,2005,0.4,3.6,5.7,6.2,4.8,55.6,239,80,172.5,0,0,0,567.9
EAST RAJASTHAN,2006,0,0,11.9,0.4,13.1,73.8,215.9,341.5,88.9,2.4,0.1,0.5,748.4
EAST RAJASTHAN,2007,0.7,16.8,10.6,1.5,5.5,63,223,167.9,86.1,0,0,0.5,575.7
EAST RAJASTHAN,2008,0.1,0,0.5,9,22.1,160.6,166.1,167.9,112.7,3,2.4,0.1,644.6
EAST RAJASTHAN,2009,0.5,0.2,2.4,0.2,5.7,38.9,189.1,113.3,45.5,10.9,7,0.5,414.1
EAST RAJASTHAN,2010,1.9,2.4,0.5,0.4,0.7,27.3,196.2,275.9,128.9,0.8,49.5,5,689.4
EAST RAJASTHAN,2011,0,11.2,0.2,0.5,5.1,140.9,193.6,284.1,166.4,0,0,0,802.1
EAST RAJASTHAN,2012,1.9,0,0,3.6,9.5,11.2,170.5,365,131.3,0.5,0,0.1,693.6
EAST RAJASTHAN,2013,1.4,21.7,0.4,3.2,1,90.6,319,278.5,88,30.6,1.3,0.3,836.1
EAST RAJASTHAN,2014,28.4,10,6.4,7.3,8.4,23.5,197.1,261,136.9,3.2,0,1.1,683.3
EAST RAJASTHAN,2015,12.1,0.1,55.9,15.9,3.5,96.4,297.6,142.8,20.1,5,0.5,0.8,650.7
WEST MADHYA PRADESH,1901,25.8,5.8,5.8,2.8,2.1,41.2,228.9,349.9,47.9,5.6,0,2.4,718.2
WEST MADHYA PRADESH,1902,22.1,8.4,0,2,5.9,35.9,401.9,179.4,194.1,37.9,10,14.2,911.7
WEST MADHYA PRADESH,1903,5.3,0,0,0,22.3,50.6,304.9,261.1,250.2,55.1,0,0,949.6
WEST MADHYA PRADESH,1904,3.2,15.5,14.8,0,12,96.6,273,218.6,125.9,3.3,1.8,9.6,774.4
WEST MADHYA PRADESH,1905,3.5,4.4,1.1,0.8,3,36.1,326.3,137.6,183.5,0.3,0,0,696.5
WEST MADHYA PRADESH,1906,0,11,6.8,0,0.5,180,344.5,198.6,266.2,1.5,0.2,0.9,1010.2
WEST MADHYA PRADESH,1907,5.2,25.1,0.6,12.3,2.8,48.7,202.2,328.5,17.3,0,7.8,0,650.4
WEST MADHYA PRADESH,1908,12.1,0.6,10.1,1.5,1.9,104.5,368.8,281.9,48.5,0.5,0.4,1.8,832.6
WEST MADHYA PRADESH,1909,3.5,2.1,0.4,24.8,9.8,150,246.2,257.9,106.8,0.9,0,27.9,830.2
WEST MADHYA PRADESH,1910,1.5,0,0.3,0.3,0.7,171,183.5,273.9,244.1,50.3,33.8,0,959.5
WEST MADHYA PRADESH,1911,16.2,0.5,3.5,0,0.8,112.2,111.1,154.2,222.3,11.8,43.7,0,676.5
WEST MADHYA PRADESH,1912,2.1,8.4,0.1,0.4,2.2,48,322.3,264.4,94.8,2,60.6,1.9,807.3
WEST MADHYA PRADESH,1913,0,7.6,3,0,28.2,168.7,290,220.4,58.5,0.4,0.3,13.4,790.5
WEST MADHYA PRADESH,1914,0,2.6,7.4,4.1,13.4,127.7,352.6,155.2,154.7,6.3,10.7,1.7,836.3
WEST MADHYA PRADESH,1915,9.5,24.5,34.3,5.4,6.6,124.2,179,215.2,90.1,75.5,3.8,4.6,772.7
WEST MADHYA PRADESH,1916,0,8.6,0,0.2,17.7,220,242.5,474.4,153.4,76.8,25.5,0,1219.2
WEST MADHYA PRADESH,1917,8.3,23.1,4.5,1.9,62.7,184.3,316.6,338,275.4,94.4,0,0.1,1309.3
WEST MADHYA PRADESH,1918,0.3,1.5,2,0.1,10.2,100.5,124.2,202.9,50.6,0.5,14.2,2.5,509.4
WEST MADHYA PRADESH,1919,43.8,1.7,0.4,4.2,10.9,163.9,330.2,545.1,69.9,39,22,1.8,1232.8
WEST MADHYA PRADESH,1920,54.1,1,2.1,0.2,23.4,120.1,303.3,146.4,64.2,0,0,0,714.8
WEST MADHYA PRADESH,1921,28.6,0.3,0,0,0,136.8,187.3,215.3,238.9,1.3,0,0,808.7
WEST MADHYA PRADESH,1922,31.5,3.5,0,0,6.7,130.7,311.7,147.7,243.4,1.7,32.7,8.5,918.2
WEST MADHYA PRADESH,1923,0.9,2.7,8.4,2.6,3.5,12.1,561.6,296.2,173.6,0.7,1.2,7.6,1071
WEST MADHYA PRADESH,1924,11.9,3.4,0.5,0.6,2,34.3,346.5,335.6,208.4,68.2,0.2,19.5,1031.3
WEST MADHYA PRADESH,1925,0,0,0,0,34.9,165.7,260.1,146.6,37.8,1.2,45.5,1.6,693.5
WEST MADHYA PRADESH,1926,16,0.8,8.8,2.5,8.5,21.9,268.3,429,143.5,12.8,0.2,1.5,913.8
WEST MADHYA PRADESH,1927,0,1.7,6.5,0.5,1.6,78.3,334.2,217.7,74.1,36.8,101.2,20.2,872.9
WEST MADHYA PRADESH,1928,0.4,31.9,2.8,0,2.5,75.6,395,217.6,49.5,66.9,1.6,51.9,895.6
WEST MADHYA PRADESH,1929,6.3,8.8,0.1,4.8,0.7,108.5,288,215.5,88.8,1.6,0,5.5,728.7
WEST MADHYA PRADESH,1930,3,0.3,0,2.2,5.1,96.4,392.8,183.5,167.1,36.9,0.6,0.3,888.2
WEST MADHYA PRADESH,1931,2.2,1.4,0.4,0.1,1.5,48.2,281.6,424.1,226,132.1,10.4,3.7,1131.6
WEST MADHYA PRADESH,1932,0,2.9,12.7,2.6,1.8,57,467,128.3,289.8,24.8,1.4,0,988.3
WEST MADHYA PRADESH,1933,0.2,5,2.1,11.7,36.7,196.5,276.9,351.8,288.1,22.7,11.4,8.5,1211.6
WEST MADHYA PRADESH,1934,7,0,6,0.8,0.1,124.7,237.6,415.7,340.5,2.9,24.8,4.8,1164.9
WEST MADHYA PRADESH,1935,5.3,2.9,0,7.8,0.7,94.3,361.2,157.5,213.6,17.8,0.6,9.5,871.1
WEST MADHYA PRADESH,1936,2.6,6,17.5,2.5,11.2,192.2,152.8,211.6,198.4,0.6,104.1,1.6,901.2
WEST MADHYA PRADESH,1937,1,12.1,6.1,8.1,3.6,177.6,442,163.9,201.9,30,1,6.2,1053.4
WEST MADHYA PRADESH,1938,8.7,0,1.5,0.8,24.5,306.3,345.5,206.1,38.6,69,0,0,1001.2
WEST MADHYA PRADESH,1939,6.2,0.9,8.2,0.2,0.3,64.1,284.8,312.4,119.6,3.9,1.4,0.6,802.5
WEST MADHYA PRADESH,1940,10.4,4.5,6.1,1.8,10.8,157.6,393.9,347.7,63.9,40.8,23.6,3.8,1064.7
WEST MADHYA PRADESH,1941,19.2,19.9,5.5,0.7,2.1,52.7,195.6,349.8,93,0.9,0,0,739.4
WEST MADHYA PRADESH,1942,28.2,28.3,0.7,1.5,1.2,122.7,558,286,163.5,0.1,0,11.5,1201.7
WEST MADHYA PRADESH,1943,25.1,0,0,3.5,25.2,122.3,359.8,179.1,187.2,60.5,0.1,0,962.9
WEST MADHYA PRADESH,1944,15.8,14.8,34.1,2.6,0.8,87.9,500.6,519.5,118.7,49.2,1.1,2.6,1347.7
WEST MADHYA PRADESH,1945,22.2,0,0,3.6,3.2,190.3,377.4,235.9,211.1,3.6,0,0,1047.4
WEST MADHYA PRADESH,1946,0,10.9,0.1,3,3.2,256.8,341.4,387.5,100.4,5.9,117.9,23.6,1250.7
WEST MADHYA PRADESH,1947,18.3,3.9,2.3,3.8,1.9,48.1,319.5,350.5,282.2,14,3.5,16.7,1064.7
WEST MADHYA PRADESH,1948,36.6,6.7,0.7,0.9,0.7,145,382.5,369.7,225.8,17.8,61.1,0.2,1247.6
WEST MADHYA PRADESH,1949,0,3.4,0.4,0.3,19.7,90.3,326.9,137.2,334.7,50.8,2.4,0,966.2
WEST MADHYA PRADESH,1950,2.4,2,15,0.3,5.8,34.8,411.3,182.6,230.4,2.9,0,16.9,904.5
WEST MADHYA PRADESH,1951,5.3,0.4,6,0.5,3.5,88,231.7,205.5,85.5,18.9,4.4,0,649.7
WEST MADHYA PRADESH,1952,0.7,8.9,1.7,1.7,0.8,163.6,367.7,239.4,35.8,1.4,0,7.6,829.1
WEST MADHYA PRADESH,1953,19.1,0,0,2,1.1,72.6,273,304.2,107.1,14.5,0,0.1,793.7
WEST MADHYA PRADESH,1954,12.3,11.9,5.4,0.1,1,70.6,318.7,183.2,480.1,16.9,0.3,0,1100.7
WEST MADHYA PRADESH,1955,26.8,2.2,0.6,1.5,1.5,188.8,97.7,441.1,249.5,139.5,0,0,1149.2
WEST MADHYA PRADESH,1956,10.9,0.8,3.5,0.4,49.1,112.1,411.4,235.5,127.8,95.8,12.8,5.7,1065.8
WEST MADHYA PRADESH,1957,12.5,0.1,30.4,5.6,4,89.3,223.2,339.9,112.7,12.5,1.2,1.6,832.9
WEST MADHYA PRADESH,1958,3.2,1.3,1.4,3.2,0.9,82.5,383.6,284,271.1,57.7,10.1,0.7,1099.7
WEST MADHYA PRADESH,1959,23,0.1,0.2,4,22,78.9,395.5,325.8,254.3,70.7,7,0,1181.4
WEST MADHYA PRADESH,1960,25.2,0,12.4,1.4,6.6,132.5,203.2,392.9,53.6,53.2,0,1.5,882.3
WEST MADHYA PRADESH,1961,22,1.8,0.5,0.7,6.9,74,311.3,318.8,559.4,128.5,8.3,1.3,1433.7
WEST MADHYA PRADESH,1962,6.7,4.9,7.8,8.4,4.1,16.4,308.7,207,313.3,0.1,8.2,20.3,905.9
WEST MADHYA PRADESH,1963,6.1,5.5,2.5,3,3.9,71,235.2,363.1,155.4,26.8,30.6,2.2,905.4
WEST MADHYA PRADESH,1964,0,0,2.2,0,7.7,111.7,278.8,312.2,163.3,2.8,0,1.2,880.1
WEST MADHYA PRADESH,1965,4.8,0.7,1.6,2,0.6,31.1,270.8,142.5,124,5.9,1,9.6,594.7
WEST MADHYA PRADESH,1966,4,0.9,2.2,0.1,2.8,69.2,267.7,200.6,104,0.6,23.8,4.1,680
WEST MADHYA PRADESH,1967,0,0,31.9,2.5,0.9,125.9,223.5,253.8,222.2,2.3,0.1,82.5,945.6
WEST MADHYA PRADESH,1968,9.2,2,9.7,1.2,0.2,34.4,404.1,291.9,94.1,14.1,0,0.4,861.2
WEST MADHYA PRADESH,1969,5.7,0.3,0,0.2,0.8,47.9,393.4,395.9,226.5,0,45.8,0.3,1117
WEST MADHYA PRADESH,1970,19.9,12.1,8.3,0.5,12.2,254.4,186.5,346.6,265.8,6.8,0,0,1113.2
WEST MADHYA PRADESH,1971,5.4,2,1.2,2.8,17.7,183.9,446.9,220.3,209.6,45.6,0.2,0,1135.7
WEST MADHYA PRADESH,1972,0.1,3.7,0.1,0.1,1.9,92,161.5,421.3,74.4,3.9,10.1,1.1,770.3
WEST MADHYA PRADESH,1973,0.1,5.2,0,0.3,2.6,74,553.1,478.8,256.6,26.2,0.2,9.8,1406.9
WEST MADHYA PRADESH,1974,0.2,0.6,0.3,0.7,14.6,40.8,289.5,372.9,65.3,89,0.8,1.9,876.6
WEST MADHYA PRADESH,1975,1.2,3.4,0.6,0.2,3.4,136.2,265.4,357.7,245.3,51,0,0.3,1064.6
WEST MADHYA PRADESH,1976,7.3,0.7,3.4,3.8,8.4,158.9,261.3,350.5,183.3,1.2,46.8,2,1027.7
WEST MADHYA PRADESH,1977,2.5,5.3,4.9,3,10.3,157.3,265.3,316.1,188.8,12.5,35.2,1.6,1002.7
WEST MADHYA PRADESH,1978,3.5,15.7,5.5,4,0,138,318.7,409.3,61.8,7.3,21.9,17.5,1003.3
WEST MADHYA PRADESH,1979,21.3,35.2,8.5,0.2,9.3,110.1,195.7,260,34.9,6.1,97.7,2.8,781.9
WEST MADHYA PRADESH,1980,0.4,0.7,0.5,0.2,0.9,254.4,186.8,345.7,50.3,3.4,1.8,28.9,873.9
WEST MADHYA PRADESH,1981,4.3,0.4,10.1,0.1,10.7,118.1,268.7,297.2,122.5,20.6,19.1,18.4,890.2
WEST MADHYA PRADESH,1982,44.8,4.7,3.2,2.7,8.3,61.5,247.2,386.7,89.3,23.3,60,2.4,934.1
WEST MADHYA PRADESH,1983,4.8,0.6,0.1,13.7,13.9,88.3,238.2,364.4,291.5,55.2,0,1.1,1071.9
WEST MADHYA PRADESH,1984,15.2,6.1,0,0.1,0,63.5,165.3,536,60.3,12.5,0,0.5,859.5
WEST MADHYA PRADESH,1985,2.1,0,0.2,4.5,4.2,55.4,211.7,294.4,144.4,157.8,0,0,874.7
